qemu-hw-display-virtio-gpu-pci-rutabaga 10.2.2-1
qemu-hw-display-virtio-gpu-rutabaga 10.2.2-1
qemu-hw-display-virtio-vga 10.2.2-1
qemu-hw-display-virtio-vga-gl 10.2.2-1
qemu-hw-display-virtio-vga-rutabaga 10.2.2-1
qemu-hw-s390x-virtio-gpu-ccw 10.2.2-1
qemu-hw-uefi-vars 10.2.2-1
qemu-hw-usb-host 10.2.2-1
qemu-hw-usb-redirect 10.2.2-1
qemu-hw-usb-smartcard 10.2.2-1
qemu-img 10.2.2-1
qemu-pr-helper 10.2.2-1
qemu-system-aarch64 10.2.2-1
qemu-system-alpha 10.2.2-1
qemu-system-alpha-firmware 10.2.2-1
qemu-system-arm 10.2.2-1
qemu-system-arm-firmware 10.2.2-1
qemu-system-avr 10.2.2-1
qemu-system-hppa 10.2.2-1
qemu-system-hppa-firmware 10.2.2-1
qemu-system-loongarch64 10.2.2-1
qemu-system-m68k 10.2.2-1
qemu-system-microblaze 10.2.2-1
qemu-system-microblaze-firmware 10.2.2-1
qemu-system-mips 10.2.2-1
qemu-system-or1k 10.2.2-1
qemu-system-ppc 10.2.2-1
qemu-system-ppc-firmware 10.2.2-1
qemu-system-riscv 10.2.2-1
qemu-system-riscv-firmware 10.2.2-1
qemu-system-rx 10.2.2-1
qemu-system-s390x 10.2.2-1
qemu-system-s390x-firmware 10.2.2-1
qemu-system-sh4 10.2.2-1
qemu-system-sparc 10.2.2-1
qemu-system-sparc-firmware 10.2.2-1
qemu-system-tricore 10.2.2-1
qemu-system-x86 10.2.2-1
qemu-system-x86-firmware 10.2.2-1
qemu-system-xtensa 10.2.2-1
qemu-tests 10.2.2-1
qemu-tools 10.2.2-1
qemu-ui-curses 10.2.2-1
qemu-ui-dbus 10.2.2-1
qemu-ui-egl-headless 10.2.2-1
qemu-ui-gtk 10.2.2-1
qemu-ui-opengl 10.2.2-1
qemu-ui-sdl 10.2.2-1
qemu-ui-spice-app 10.2.2-1
qemu-ui-spice-core 10.2.2-1
qemu-user 10.2.2-1
qemu-vhost-user-gpu 10.2.2-1
qemu-vmsr-helper 10.2.2-1
qrcodegencpp-cmake 1.8.0-4
qt5-base 5.15.18+kde+r109-2
qt5-declarative 5.15.18+kde+r23-1
qt5-svg 5.15.18+kde+r5-1
qt5-translations 5.15.18-1
qt5-wayland 5.15.18+kde+r55-1
qt5-x11extras 5.15.18-1
qt6-base 6.10.2-1
qt6-declarative 6.10.2-1
qt6-svg 6.10.2-1
qt6-translations 6.10.2-1
raptor 2.0.16-9
rasqal 1:0.9.33-7
rav1e 0.8.1-2
rdma-core 62.0-1
read-edid 3.0.2-5
readline 8.3.003-1
redland 1:1.0.17-9
redli-bin 0.17.0-1
reflector 2023-5
rhash 1.4.6-1
ripgrep 15.1.0-2
rnnoise 1:0.2-1
rofi 2.0.0-1
rpcbind 1.2.8-1
rsync 3.4.1-2
rubberband 4.0.0-1
ruby 3.4.8-2
rubygems 3.6.9-1
ruff 0.15.7-1
runc 1.4.1-1
rutabaga-ffi 0.1.75-1
sassc 3.6.2-5
sbc 2.2-1
sd 1.1.0-1
sdl2-compat 2.32.64-1
sdl2_image 2.8.8-1
sdl3 3.4.2-1
seabios 1.17.0-2
seahorse 1:47.0.1-6
sed 4.9-3
semver 7.7.4-1
serd 0.32.8-1
shaderc 2026.1-2
shadow 4.18.0-1
shared-mime-info 2.4-3
shellcheck 0.11.0-74
shfmt 3.13.0-1
simde 0.8.2-1
simdjson 1:4.4.2-1
slang 2.3.3-4
smartmontools 7.5-1
snapd 2.74.1-2
snappy 1.2.2-3
sndio 1.10.0-1
snitch-bin 0.2.2-1
sops 3.12.2-1
sord 0.16.22-1
sound-theme-freedesktop 0.8-6
spandsp 0.0.6-7
speedtest-cli 2.1.3-10
speex 1.2.1-2
speexdsp 1.2.1-2
spice 0.16.0-2
spice-gtk 0.42-5
spice-protocol 0.14.5-1
spirv-tools 1:1.4.341.0-2
sqlite 3.52.0-1
squashfs-tools 4.7.5-1
sratom 0.6.22-1
srt 1.5.4-1
starship 1.24.2-2
startup-notification 0.12-9
stow 2.4.1-1
strace 6.19-1
sudo 1.9.17.p2-2
suitesparse 7.12.2-1
svt-av1 4.0.1-1
sysstat 12.7.9-1
systemd 260-1
systemd-libs 260-1
systemd-sysvcompat 260-1
taglib 2.2.1-1
tailscale 1.96.2-1
tar 1.35-2
tcl 8.6.16-1
tcpdump 4.99.6-1
tdb 1.4.15-1
tealdeer 1.8.1-2
tectonic 0.15.0-4
tesseract 5.5.2-1
tesseract-data-afr 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
texinfo 7.2-1
texlive-basic 2026.0-3
texlive-bin 2026.0-1
texlive-latex 2026.0-3
texlive-latexextra 2026.0-3
texlive-latexrecommended 2026.0-3
texlive-pictures 2026.0-3
themix-gui-git 1.15.1.r280.g3a423f3f-1
tigervnc 1.16.0-3
tinysparql 3.10.1-2
tk 8.6.16-1
tmux 3.6_a-1
tokei 14.0.0-1
tpm2-tss 4.1.3-1
trash-cli 0.24.5.26-3
tree 2.3.1-1
tree-sitter 0.25.10-3
tree-sitter-c 0.24.1-1
tree-sitter-cli 0.25.10-3
tree-sitter-lua 0.5.0-1
tree-sitter-markdown 0.5.1-1
tree-sitter-query 0.7.0-1
tree-sitter-vim 0.8.1-1
tree-sitter-vimdoc 4.0.0-1
tslib 1.24-1
ttf-jetbrains-mono-nerd 3.4.0-2
ttf-liberation 2.1.5-2
ttf-nerd-fonts-symbols 3.4.0-1
ttf-nerd-fonts-symbols-common 3.4.0-1
ttf-opensans 3.003-1
ttyd 1.7.7-2
twolame 0.4.0-4
tzdata 2026a-1
udisks2 2.11.1-2
unibilium 2.1.2-1
unzip 6.0-23
usbredir 0.15.0-1
uthash 2.3.0-2
util-linux 2.41.3-2
util-linux-libs 2.41.3-2
v4l-utils 1.32.0-2
v4l2loopback-dkms 0.15.3-1
vagrant 2.4.9-1
vala 0.56.18-5
valkey 9.0.3-1
vapoursynth 73-2
vde2 2.3.3-8
vid.stab 1.1.1-2
vim 9.2.0204-1
vim-runtime 9.2.0204-1
virglrenderer 1.2.0-1
virt-install 5.1.0-3
virt-manager 5.1.0-3
virtiofsd 1.13.3-1
vlc 3.0.21-32
vlc-cli 3.0.21-32
vlc-gui-qt 3.0.21-32
vlc-plugin-a52dec 3.0.21-32
vlc-plugin-alsa 3.0.21-32
vlc-plugin-archive 3.0.21-32
vlc-plugin-dav1d 3.0.21-32
vlc-plugin-dbus 3.0.21-32
vlc-plugin-dbus-screensaver 3.0.21-32
vlc-plugin-faad2 3.0.21-32
vlc-plugin-flac 3.0.21-32
vlc-plugin-gnutls 3.0.21-32
vlc-plugin-inflate 3.0.21-32
vlc-plugin-journal 3.0.21-32
vlc-plugin-jpeg 3.0.21-32
vlc-plugin-lua 3.0.21-32
vlc-plugin-mpg123 3.0.21-32
vlc-plugin-ogg 3.0.21-32
vlc-plugin-opus 3.0.21-32
vlc-plugin-png 3.0.21-32
vlc-plugin-pulse 3.0.21-32
vlc-plugin-shout 3.0.21-32
vlc-plugin-speex 3.0.21-32
vlc-plugin-tag 3.0.21-32
vlc-plugin-theora 3.0.21-32
vlc-plugin-twolame 3.0.21-32
vlc-plugin-vorbis 3.0.21-32
vlc-plugin-vpx 3.0.21-32
vlc-plugin-xml 3.0.21-32
vlc-plugins-base 3.0.21-32
vlc-plugins-video-output 3.0.21-32
vmaf 3.0.0-2
volume_key 0.3.12-12
vte-common 0.82.3-1
vte3 0.82.3-1
vulkan-icd-loader 1.4.341.0-1
w3m 0.5.6-1
watchexec 2.5.0-1
wavpack 5.9.0-1
wayland 1.24.0-1
webkit2gtk-4.1 2.50.6-1
webkitgtk-6.0 2.50.6-1
webrtc-audio-processing-1 1.3-5
wget 1.25.0-3
which 2.23-1
wikiman 2.14.1-2
wireless_tools 30.pre9-5
wireplumber 0.5.13-1
woff2 1.0.2-6
wolfssl 5.9.0-1
wpa_supplicant 2:2.11-5
x264 3:0.165.r3222.b35605a-2
x265 4.1-1
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-4
xcb-util 0.4.1-2
xcb-util-cursor 0.1.6-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-4
xclip 0.13-6
xdg-dbus-proxy 0.1.6-1
xdg-utils 1.2.1-2
xdot 1.4-4
xf86-input-libinput 1.5.0-1
xfsprogs 6.18.0-1
xh 0.25.3-1
xidlehook 0.10.0-2
xkeyboard-config 2.47-1
xmlsec 1.3.9-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.21-1
xorg-server-common 21.1.21-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.5-1
xorg-xev 1.2.6-1
xorg-xhost 1.0.10-1
xorg-xinit 1.4.4-1
xorg-xkbcomp 1.5.0-1
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorg-xsetroot 1.1.3-2
xorgproto 2025.1-1
xsettingsd 1.0.2-3
xss-lock 0.4.0-1
xterm 407-1
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.8.2-1
yajl 2.1.0-6
yay-bin 12.5.7-1
yazi 26.1.22-2
yyjson 0.12.0-1
zathura 2026.02.22-1
zathura-pdf-mupdf 2026.02.03-5
zen-browser-bin 1.19.3b-1
zeromq 4.3.5-3
zig 0.15.2-3
zimg 3.0.6-1
zint 2.16.0-1
zix 0.8.0-1
zlib 1:1.3.2-3
zlib-ng 2.3.3-1
zoxide 0.9.9-2
zram-generator 1.2.1-1
zsh 5.9-5
zstd 1.5.7-3
zxing-cpp 3.0.2-1
zziplib 0.13.80-1
